\data
WCCLABTEMP ,20090108 23:15 ,2.98
WCCLABTEMP ,20090108 23:30 ,2.93
WCCLABTEMP ,20090108 23:45 ,2.88
WCCLABTEMP ,20090109  0:00 ,2.82
WCCLABTEMP ,20090109  0:15 ,2.77
WCCLABTEMP ,20090109  0:30 ,2.74
WCCLABTEMP ,20090109  0:45 ,2.69
WCCLABTEMP ,20090109  1:00 ,2.64
WCCLABTEMP ,20090109  1:15 ,2.58
WCCLABTEMP ,20090109  1:30 ,2.56
WCCLABTEMP ,20090109  1:45 ,2.5
WCCLABTEMP ,20090109  2:00 ,2.48
WCCLABTEMP ,20090109  2:15 ,2.42
WCCLABTEMP ,20090109  2:30 ,2.37
WCCLABTEMP ,20090109  2:45 ,2.34
WCCLABTEMP ,20090109  3:00 ,2.32
WCCLABTEMP ,20090109  3:15 ,2.26
WCCLABTEMP ,20090109  3:30 ,2.24
WCCLABTEMP ,20090109  3:45 ,2.21
WCCLABTEMP ,20090109  4:00 ,2.18
WCCLABTEMP ,20090109  4:15 ,2.16
WCCLABTEMP ,20090109  4:30 ,2.13
WCCLABTEMP ,20090109  4:45 ,2.07
WCCLABTEMP ,20090109  5:00 ,2.05
WCCLABTEMP ,20090109  5:15 ,2.02
WCCLABTEMP ,20090109  5:30 ,1.99
WCCLABTEMP ,20090109  5:45 ,1.97
WCCLABTEMP ,20090109  6:00 ,1.94
WCCLABTEMP ,20090109  6:15 ,1.91
WCCLABTEMP ,20090109  6:30 ,1.89
WCCLABTEMP ,20090109  6:45 ,1.86
WCCLABTEMP ,20090109  7:00 ,1.83
WCCLABTEMP ,20090109  7:15 ,1.81
WCCLABTEMP ,20090109  7:30 ,1.81
WCCLABTEMP ,20090109  7:45 ,1.78
WCCLABTEMP ,20090109  8:00 ,1.78
WCCLABTEMP ,20090109  8:15 ,1.78
WCCLABTEMP ,20090109  8:30 ,1.81
WCCLABTEMP ,20090109  8:45 ,1.83
WCCLABTEMP ,20090109  9:00 ,1.86
WCCLABTEMP ,20090109  9:15 ,1.89
WCCLABTEMP ,20090109  9:30 ,1.94
WCCLABTEMP ,20090109  9:45 ,1.99
WCCLABTEMP ,20090109 10:00 ,2.07
WCCLABTEMP ,20090109 10:15 ,2.16
WCCLABTEMP ,20090109 10:30 ,2.26
WCCLABTEMP ,20090109 10:45 ,2.34
WCCLABTEMP ,20090109 11:00 ,2.5
WCCLABTEMP ,20090109 11:15 ,2.69
WCCLABTEMP ,20090109 11:30 ,2.77
WCCLABTEMP ,20090109 11:45 ,2.82
WCCLABTEMP ,20090109 12:00 ,2.9
WCCLABTEMP ,20090109 12:15 ,3.01
WCCLABTEMP ,20090109 12:30 ,3.09
WCCLABTEMP ,20090109 12:45 ,3.12
WCCLABTEMP ,20090109 13:00 ,3.2
WCCLABTEMP ,20090109 13:15 ,3.27
WCCLABTEMP ,20090109 13:30 ,3.33
WCCLABTEMP ,20090109 13:45 ,3.35
WCCLABTEMP ,20090109 14:00 ,3.43
WCCLABTEMP ,20090109 14:15 ,3.51
WCCLABTEMP ,20090109 14:30 ,3.54
WCCLABTEMP ,20090109 14:45 ,3.59
WCCLABTEMP ,20090109 15:00 ,3.59
WCCLABTEMP ,20090109 15:15 ,3.62
WCCLABTEMP ,20090109 15:30 ,3.64
WCCLABTEMP ,20090109 15:45 ,3.62
WCCLABTEMP ,20090109 16:00 ,3.59
WCCLABTEMP ,20090109 16:15 ,3.56
WCCLABTEMP ,20090109 16:30 ,3.54
WCCLABTEMP ,20090109 16:45 ,3.49
WCCLABTEMP ,20090109 17:00 ,3.43
WCCLABTEMP ,20090109 17:15 ,3.38
WCCLABTEMP ,20090109 17:30 ,3.33
WCCLABTEMP ,20090109 17:45 ,3.27
WCCLABTEMP ,20090109 18:00 ,3.25
WCCLABTEMP ,20090109 18:15 ,3.2
WCCLABTEMP ,20090109 18:30 ,3.17
WCCLABTEMP ,20090109 18:45 ,3.12
WCCLABTEMP ,20090109 19:00 ,3.06
WCCLABTEMP ,20090109 19:15 ,3.01
WCCLABTEMP ,20090109 19:30 ,2.96
WCCLABTEMP ,20090109 19:45 ,2.93
WCCLABTEMP ,20090109 20:00 ,2.88
WCCLABTEMP ,20090109 20:15 ,2.85
WCCLABTEMP ,20090109 20:30 ,2.8
WCCLABTEMP ,20090109 20:45 ,2.74
WCCLABTEMP ,20090109 21:00 ,2.72
WCCLABTEMP ,20090109 21:15 ,2.66
WCCLABTEMP ,20090109 21:30 ,2.61
WCCLABTEMP ,20090109 21:45 ,2.58
WCCLABTEMP ,20090109 22:00 ,2.53
WCCLABTEMP ,20090109 22:15 ,2.48
WCCLABTEMP ,20090109 22:30 ,2.42
WCCLABTEMP ,20090109 22:45 ,2.4
WCCLABTEMP ,20090109 23:00 ,2.34
WCCLABTEMP ,20090109 23:15 ,2.29
WCCLABTEMP ,20090109 23:30 ,2.26
WCCLABTEMP ,20090109 23:45 ,2.26
WCCLABTEMP ,20090110  0:00 ,2.26
